traget_word	sentence_a	span_a_strat	sentence_b	span_b_strat	True_label	pre_label	predict_probs
冲击	违规经营使银行的账外贷款屡禁不止,既影响了资产质量,更冲击了经营效益。	27	据新华社马尼拉1月11日电(记者陈鹤高)持续了半年多的金融风暴对东南亚旅游业产生了巨大冲击,但同时也带来了一些发展机遇。	43	1	0	[0.9999996423721313, 3.6415895010577515e-07]
没有	汕头市公安局推行报警回执制度一年来,较好地解决了群众报警难的问题,再也没有群众投诉“报警无门”。	35	“这里没有冬天,中央大街浪漫永存!	3	1	1	[3.640507501963971e-20, 1.0]
少	从农业看,灌区内每年缺水300亿立方米,少收粮食约250亿公斤。	20	一个外来杂技团在一个城市一连演出这么多场次是很少有的。	23	0	0	[1.0, 1.1305368228760933e-14]
运动	第四,邓小平指出改革是社会主义基本矛盾运动的必然要求,从而为改革开放奠定了深层的哲学基础;	19	我们期待着首次涉足大型国际橄榄球比赛的中国队能有出色表现,也期待通过中国队的参赛而推动国内橄榄球运动大步向前迈进。	48	0	1	[3.0163135986312206e-13, 1.0]
分子	广东省卫生厅给《李氏“5号方”治疗脑病神经分子水平研究》课题立项;卫生部已批准了“脑力智宝”胶囊,为更多的脑病患者带来福音。	21	事件发生一小时后,谢瓦尔德纳泽马上发表声明,称这次事件并非本地破坏分子所为,而是国际恐怖势力精心策划的。	33	0	1	[0.03449195623397827, 0.9655080437660217]
老	一个老“武装”问刘福印:干了快10年武装部长都得了些啥。	2	成都、兰州、北京、沈阳军区等单位的一些部队联系驻守在艰苦地区的实际,教育干部战士自觉发扬“延安精神”、“老西藏精神”和“老高原精神”,以艰苦为荣,以部队为家,在改革中的利益调整面前顾大局、讲奉献。	52	1	1	[1.263983433232572e-15, 1.0]
日子	一九九○年开始,保将这一日子定为国庆节,原国庆节九月九日改为反法西斯胜利日。	12	克林顿总统上月21日祝贺伊朗新年时表示:“美伊重归于好的日子将会很快到来。	28	1	1	[0.17076590657234192, 0.8292340636253357]
地方	俄方最重视的是关于铺设俄土之间长达1213公里天然气管道的协定,其中396公里将穿越黑海海底,有些地方深达2150米。	49	对于国内的读者来说,大部分机关、企事业单位都订有人民日报,人民日报网络版吸引他们的地方又何在呢?	41	0	1	[0.06638941168785095, 0.9336106181144714]
分子	获得生命科学奖的沈善炯院士领导的分子遗传研究室因在研究固氮基因的分子生物学上的贡献而闻名于世。	16	他发现一个控制ET蛋白质生成的基因,把这一基因中的DNA分子注入青蛙胚胎组织,发现早期胚胎先有一个眼睛形态发生场。	28	1	1	[0.05150039121508598, 0.9484995603561401]
走	在针线的撮合下,镰刀和锄头走下山岗,在土布上落座。	13	从那以后,每当我走上售票台,就会想起这位热心肠的老人。	8	1	0	[0.9999996423721313, 3.3526339393574744e-07]
起来	2、靠绣制床上用品富裕起来的辽宁省海城市耿庄镇东耿村年轻农家妇女阎亚君,为了提高绣制水平,去年6月投资1万多元从沈阳购买了电脑,用于产品图案设计。	11	据新华社波恩1月11日电(记者胡旭东)德国11日气温最高达到18摄氏度,全国天气晴朗,骄阳播暖,春蕾初绽,数百万人漫步在海滩、河滨、林间和街道,尽情享受冬季周末温暖的闲暇,露天咖啡馆和啤酒馆的生意也随之兴旺起来。	103	1	0	[1.0, 7.138721681658727e-16]
包	第二天上午8时左右,平某将手术器械包提上手术台,而后对康实施麻醉术。	17	看到买主手中大沓的钞票,毒贩以为大功告成,取出包中的毒品让买主品尝。	23	1	0	[1.0, 4.062796533266146e-21]
少	新华社华盛顿1月1日电(记者谷利源)美国地质调查局地震信息中心提供的数字表明,1997年全世界发生的里氏7级以上、且具有大规模破坏性的大地震要比1996年少,但伤亡却严重得多。	77	经截肢输血,伤员脱离了生命危险,但少了一只手的患者术后心灰意冷,痛不欲生。	17	0	1	[6.377726924930588e-19, 1.0]
把握	有关专家认为,由中央党校教授李忠杰主编的《邓小平理论全书》作为一部大型理论著作,结构严谨,视角丰富,内容全面,文字也平实生动,全面吸纳了关于邓小平理论的最新研究成果,具有很高的理论价值和可读性,是辅助广大党员干部和各界人士学习邓小平理论、把握邓小平理论精髓的理想读物。	119	12—18岁这个年龄段的服装属中童装或少年装,在颜色、面料、款式、价格上都不好把握。	39	1	1	[0.04583313688635826, 0.9541668891906738]
老	宾主就中老两国的友好关系及加强两国间的合作与交流进行了广泛的交谈。	4	李瑞环说,中国非常重视中老两国的友好合作关系。	12	1	0	[0.6579046249389648, 0.34209537506103516]
把握	设计师武学伟在加盟天津应大公司之后,其设计作品更添几分豪爽和大气,从两年前“兄弟杯”金奖《剪纸儿》中所表现出来的技巧和轻灵中,逐渐显示其对面料、色彩、款式的把握的淋漓尽致,具流畅自如的风范。	78	在这样的形势下,高校应当充分发挥自身所特有的人才优势、知识优势和技术优势,迅速把握若干个前沿领域科技研究与开发的制高点,按照现代企业的模式,加速高校高科技产业集团化发展,推进高校高科技企业与金融资本的密切结合,加大改革的力度和发展的步伐,争取在3—5年的时间里,使我国高校高科技产业的产值总额达到1000亿元左右,形成自我约束、自我发展的良性循环系统和科学、规范、高效的运行机制,使高校的高科技产业真正成为迎接知识经济时代,推动社会主义现代化建设和社会全面进步的强大生力军,将高校建设成为我国知识经济的重要基地。	39	1	0	[1.0, 5.839300588559103e-21]
路	领导想安排另一名同志去当站长,面对水、电、路“三不通”的加油站,宁洪虎自告奋勇:“我退伍后还没给公司作多少贡献。	21	农村扶贫课题组在陕西商洛地区试行小额信贷扶贫,为我国农村扶贫工作摸索出一条新路,受到中央领导同志和中央扶贫领导小组的肯定。	38	0	0	[0.9999995231628418, 4.972750957676908e-07]
分子	解放军军事医学科学院放射医学研究所科技人员运用分子进化规律,成功推测并发现了中国汉族人—干扰素的独特亚型。	23	广东省卫生厅给《李氏“5号方”治疗脑病神经分子水平研究》课题立项;卫生部已批准了“脑力智宝”胶囊,为更多的脑病患者带来福音。	21	1	0	[1.0, 5.902804072078542e-25]
路	八运会前夕,上海发生文体表演彩排期间封路,下班路上人挤车堵,有人骂娘。	19	学生们每年冬天都在这没生炉子的教室里度过,无论刮风下雨,天寒地冻,大雪封门,路滑坡陡,他们当中无一人旷课,上课迟到者也罕见。	38	1	1	[0.00035875351750291884, 0.9996411800384521]
路	异地联合办学,优势互补,资源共享,这是海南教育界人士在发展教育中开拓出的一条联办之路。	41	他本来是在儿子家串门的,听说镇上来了农技专家,一大早就动身,赶了8公里路来到镇上。	35	0	0	[1.0, 1.2137165050774001e-08]
把握	他们身着海蓝色、红色、黄色、黑色或黑黄相间、白黑相间的练功盘扣服,正在大厅内比赛场地外就地画圈弄棍舞刀,一丝不苟地检查着每个动作的准确度和应该把握的力度。	71	往日的轻车不能乘了,熟路不能走了,得另学一门新手艺,另闯一条新路,没把握,不自信是可以理解的。	34	0	1	[9.53501967160264e-06, 0.9999904632568359]
分子	前者致力于研制超高性能器件或部件,如量子器件、超导芯片、光互联和光存储部件、生物分子部件等,主要在硬件方面下功夫。	40	按照恩格斯的说明,是因为那时“信奉各种空想学说的分子”和“各种各样的社会庸医们”都称为“社会主义者”。	24	0	0	[1.0, 2.5758668371218787e-41]
日子	克林顿总统上月21日祝贺伊朗新年时表示:“美伊重归于好的日子将会很快到来。	28	他很爱苏日娜,在她孤独而困难的日子里,他分担了她的忧伤。	15	0	0	[1.0, 6.64106536124175e-30]
少	张文学是牧奎村有名的贫困户,他因妻子长期病卧在床,欠了一屁股的债,家里缺吃少穿的,生活紧紧巴巴。	37	萍乡不少地方去年遭受风雹、洪涝等自然灾害,灾民缺钱短粮、缺衣少被。	3	1	0	[0.9999080896377563, 9.194661834044382e-05]
老	数十人在一起,有老有少,有男有女,难以同唱一首歌。	8	通过技术进步,不断开发新产品,淘汰老产品,发展名牌产品,大幅度提高高科技产品的市场占有份额。	17	0	1	[6.492939075286586e-09, 1.0]
钱	刚参加工作不久的年轻女教师刘羽捐了150元钱,还多次带着水果到医院去看望。	21	我们争取抽出部分钱来捐给“幸福工程”,让更多的贫困母亲得到救助。	8	1	1	[7.960816378796949e-30, 1.0]
路	10年前因工伤办了退休手续的构件一厂工人路全荣,月退休金只有200元,孩子上初二,爱人有心肌炎,只得靠卖水果贴补家用,经常早上4点多钟就去批发市场选购。	20	他本来是在儿子家串门的,听说镇上来了农技专家,一大早就动身,赶了8公里路来到镇上。	35	0	0	[1.0, 5.544857667227942e-16]
走	正当中国文艺园地阳光明媚、百花盛开之际,孙禹走来了,重返中国歌剧界。	22	原来,家住定州西关南街的6岁男孩王宁和来他家走亲戚的12岁表哥王松滑冰时不幸落入冰窟之中。	22	0	0	[1.0, 0.0]
运动	我们打破了以往那种影片中比较沉闷的叙事形态,力图让影片活跃起来,让叙事大都在运动中进行,让镜头充满勃勃生机,充满独创性和鲜明的色彩。	38	因此,象棋在我国被称之为群众基础最广泛的“第一普及智力运动”。	27	0	0	[0.9999998807907104, 6.80592009416614e-08]
少	因此,在为历史配图时,总是有太多的遗憾,甚至于不很需要的地方,文物数量繁多过剩,十分需要的场合,有关文物却很少,以至一件也没有。	54	但看面相,他起码比真实的年龄少十岁!	14	0	1	[2.870058779080864e-06, 0.9999971389770508]
活动	在张学良被扣后,1月12日至15日周恩来和洛甫多次给上海的潘汉年去电,让速向川桂活动,策动刘湘等发表通电主张和平解决,向宋子文活动,让他继续担负调解责任,同时要杜重远向熊式辉探听何应钦等亲日派目前行动方针。	40	他说,近期以来,一些台湾政要频繁到部分东南亚国家活动,利用这些国家因金融危机而出现的暂时困难,在本地区开展所谓“务实外交”,以达到特定的政治目的。	24	0	0	[1.0, 3.867583761536495e-43]
起来	“让您站起来,让您走起来”,杨大夫对每一个中风偏瘫患者都充满希望。	4	另一种是把一种俗名“红红谷”的草籽炒熟,揉在糖中,也擀薄,切成同样的长条,一拧,整齐地摆在晾盘中,看去是粉红色的,吃起来很酥,很香。	58	0	1	[3.519036908983253e-06, 0.9999964237213135]
运动	全局不是全部,而是一种格局,是矛盾运动的走向和发展趋势。	17	为地震预报提供科学依据我国大范围布设地壳运动观测网	20	0	1	[0.00038476515328511596, 0.9996151924133301]
运动	他联系时代的特征深入思考20世纪社会主义运动的经验教训,明确指出社会主义的根本任务是发展生产力,在发展生产力的基础上体现出优于资本主义,为实现共产主义创造物质基础。	20	上海滩有“五卅”运动和三次起义的光荣传统,上海滩是我国民族工商业的大本营,更是众多具有科学头脑的爱国志士荟萃之处。	8	1	1	[3.957226013540094e-08, 1.0]
路	本报讯河北省廊坊市工商局直属分局引导下岗职工走个体经营之路,1996年以来在市区新建扩建了3个专业市场和4个夜市,安排下岗职工2850人,占市区下岗职工总数的78%。	28	异地联合办学,优势互补,资源共享,这是海南教育界人士在发展教育中开拓出的一条联办之路。	41	1	1	[6.025583396596713e-44, 1.0]
